transaction_id,amount,description,merchant,transaction_date,category,account_id
TXN000894,488.64,Movie tickets Cinemark,tickets Cinemark,2024-11-22,Entertainment,ACC8758
TXN000895,393.51,Movie tickets Cinemark,tickets Cinemark,2024-02-29,Entertainment,ACC8715
TXN000896,50.11,Movie tickets Cinemark,tickets Cinemark,2024-09-07,Entertainment,ACC9914
TXN000897,188.66,Shell gas station,gas station,2024-07-17,Gas,ACC7249
TXN000898,225.66,Shell gas station,gas station,2024-07-08,Gas,ACC5313
TXN000899,135.38,Amazon online purchase,online purchase,2024-08-13,Shopping,ACC5400
TXN000900,79.81,Lunch at Olive Garden,at Olive,2024-10-15,Restaurant,ACC2584
TXN000901,405.05,Electric bill payment,bill payment,2024-02-13,Utilities,ACC7782
TXN000902,279.03,Doctor appointment co-pay,appointment co-pay,2024-10-28,Healthcare,ACC7342
TXN000903,482.99,Uber ride to downtown,ride to,2024-09-24,Transportation,ACC8779
TXN000904,240.75,Doctor appointment co-pay,appointment co-pay,2024-10-20,Healthcare,ACC2293
TXN000905,253.54,Lunch at Olive Garden,at Olive,2024-07-21,Restaurant,ACC9467
TXN000906,77.99,Netflix monthly subscription,monthly subscription,2024-10-19,Subscriptions,ACC8357
TXN000907,486.22,Shell gas station,gas station,2024-03-29,Gas,ACC4157
TXN000908,214.57,Lunch at Olive Garden,at Olive,2024-03-05,Restaurant,ACC8133
TXN000909,417.88,Shell gas station,gas station,2024-04-13,Gas,ACC5225
TXN000910,48.08,Walmart grocery shopping,grocery shopping,2024-06-12,Grocery,ACC7510
TXN000911,429.03,Electric bill payment,bill payment,2024-10-09,Utilities,ACC9514
TXN000912,394.34,Lunch at Olive Garden,at Olive,2024-08-22,Restaurant,ACC9561
TXN000913,210.15,Walmart grocery shopping,grocery shopping,2024-08-02,Grocery,ACC3428
TXN000914,293.43,Netflix monthly subscription,monthly subscription,2024-10-17,Subscriptions,ACC2641
TXN000915,390.87,Netflix monthly subscription,monthly subscription,2024-02-24,Subscriptions,ACC5687
TXN000916,439.56,Electric bill payment,bill payment,2024-10-01,Utilities,ACC5327
TXN000917,288.15,Amazon online purchase,online purchase,2024-07-15,Shopping,ACC8750
TXN000918,141.33,Shell gas station,gas station,2024-01-20,Gas,ACC3356
TXN000919,342.0,Netflix monthly subscription,monthly subscription,2024-11-12,Subscriptions,ACC7581
TXN000920,445.34,Uber ride to downtown,ride to,2024-01-20,Transportation,ACC6431
TXN000921,29.4,Doctor appointment co-pay,appointment co-pay,2024-12-19,Healthcare,ACC8785
TXN000922,15.02,Electric bill payment,bill payment,2024-05-17,Utilities,ACC5965
TXN000923,422.21,Movie tickets Cinemark,tickets Cinemark,2024-06-08,Entertainment,ACC2609
TXN000924,153.74,Shell gas station,gas station,2024-04-26,Gas,ACC8259
TXN000925,365.76,Movie tickets Cinemark,tickets Cinemark,2024-06-13,Entertainment,ACC2462
TXN000926,109.64,Amazon online purchase,online purchase,2024-04-06,Shopping,ACC7671
TXN000927,434.26,Car insurance monthly,insurance monthly,2024-09-05,Insurance,ACC1920
TXN000928,37.48,Shell gas station,gas station,2024-09-20,Gas,ACC9303
TXN000929,391.36,Shell gas station,gas station,2024-07-25,Gas,ACC9589
TXN000930,91.0,Lunch at Olive Garden,at Olive,2024-10-18,Restaurant,ACC4288
TXN000931,21.37,Doctor appointment co-pay,appointment co-pay,2024-01-30,Healthcare,ACC1828
TXN000932,140.62,Doctor appointment co-pay,appointment co-pay,2024-07-03,Healthcare,ACC8605
TXN000933,319.53,Uber ride to downtown,ride to,2024-09-15,Transportation,ACC3029
TXN000934,124.76,Lunch at Olive Garden,at Olive,2024-12-14,Restaurant,ACC9008
TXN000935,92.9,Amazon online purchase,online purchase,2024-10-31,Shopping,ACC8775
TXN000936,178.13,Car insurance monthly,insurance monthly,2024-10-27,Insurance,ACC3679
TXN000937,146.11,Walmart grocery shopping,grocery shopping,2024-05-12,Grocery,ACC7333
TXN000938,427.64,Shell gas station,gas station,2024-01-26,Gas,ACC4511
TXN000939,340.46,Doctor appointment co-pay,appointment co-pay,2024-04-23,Healthcare,ACC5408
TXN000940,259.07,Uber ride to downtown,ride to,2024-11-29,Transportation,ACC1145
TXN000941,325.45,Shell gas station,gas station,2024-08-30,Gas,ACC1138
TXN000942,306.13,Movie tickets Cinemark,tickets Cinemark,2024-04-24,Entertainment,ACC6004
TXN000943,214.78,Movie tickets Cinemark,tickets Cinemark,2024-12-30,Entertainment,ACC7168
TXN000944,129.74,Amazon online purchase,online purchase,2024-06-27,Shopping,ACC8646
TXN000945,413.03,Car insurance monthly,insurance monthly,2024-06-03,Insurance,ACC7506
TXN000946,8.64,Walmart grocery shopping,grocery shopping,2024-10-26,Grocery,ACC7131
TXN000947,306.48,Netflix monthly subscription,monthly subscription,2024-10-14,Subscriptions,ACC5890
TXN000948,243.46,Walmart grocery shopping,grocery shopping,2024-12-16,Grocery,ACC6509
TXN000949,431.44,Electric bill payment,bill payment,2024-05-21,Utilities,ACC5278
TXN000950,98.24,Movie tickets Cinemark,tickets Cinemark,2024-12-01,Entertainment,ACC9475
TXN000951,403.69,Lunch at Olive Garden,at Olive,2024-05-03,Restaurant,ACC7620
TXN000952,341.97,Electric bill payment,bill payment,2024-12-04,Utilities,ACC1417
TXN000953,498.75,Amazon online purchase,online purchase,2024-12-01,Shopping,ACC5250
TXN000954,197.2,Uber ride to downtown,ride to,2024-08-02,Transportation,ACC1578
TXN000955,408.93,Netflix monthly subscription,monthly subscription,2024-10-25,Subscriptions,ACC6622
TXN000956,344.73,Doctor appointment co-pay,appointment co-pay,2024-12-31,Healthcare,ACC8794
TXN000957,256.12,Electric bill payment,bill payment,2024-12-09,Utilities,ACC3785
TXN000958,94.66,Car insurance monthly,insurance monthly,2024-12-02,Insurance,ACC2599
TXN000959,371.75,Shell gas station,gas station,2024-08-29,Gas,ACC3999
TXN000960,328.95,Electric bill payment,bill payment,2024-12-14,Utilities,ACC4641
TXN000961,373.38,Doctor appointment co-pay,appointment co-pay,2024-06-30,Healthcare,ACC6031
TXN000962,188.98,Electric bill payment,bill payment,2024-08-03,Utilities,ACC5817
TXN000963,237.92,Walmart grocery shopping,grocery shopping,2024-08-25,Grocery,ACC2166
TXN000964,252.74,Doctor appointment co-pay,appointment co-pay,2024-08-29,Healthcare,ACC7253
TXN000965,209.49,Movie tickets Cinemark,tickets Cinemark,2024-09-28,Entertainment,ACC3470
TXN000966,174.62,Doctor appointment co-pay,appointment co-pay,2024-03-11,Healthcare,ACC8496
TXN000967,431.89,Electric bill payment,bill payment,2024-03-14,Utilities,ACC3954
TXN000968,169.65,Amazon online purchase,online purchase,2024-02-11,Shopping,ACC3897
TXN000969,7.33,Lunch at Olive Garden,at Olive,2024-06-09,Restaurant,ACC5481
TXN000970,290.26,Shell gas station,gas station,2024-04-17,Gas,ACC3595
TXN000971,69.06,Walmart grocery shopping,grocery shopping,2024-09-07,Grocery,ACC8105
TXN000972,204.68,Uber ride to downtown,ride to,2024-11-20,Transportation,ACC8821
TXN000973,23.67,Lunch at Olive Garden,at Olive,2024-07-15,Restaurant,ACC4267
TXN000974,446.54,Lunch at Olive Garden,at Olive,2024-07-10,Restaurant,ACC9700
TXN000975,339.99,Lunch at Olive Garden,at Olive,2024-04-07,Restaurant,ACC5076
TXN000976,159.49,Electric bill payment,bill payment,2024-04-25,Utilities,ACC2682
TXN000977,296.39,Car insurance monthly,insurance monthly,2024-07-15,Insurance,ACC3736
TXN000978,152.61,Lunch at Olive Garden,at Olive,2024-02-03,Restaurant,ACC5764
TXN000979,300.2,Car insurance monthly,insurance monthly,2024-08-21,Insurance,ACC6535
TXN000980,174.65,Shell gas station,gas station,2024-08-10,Gas,ACC9031
TXN000981,86.62,Doctor appointment co-pay,appointment co-pay,2024-07-02,Healthcare,ACC7609
TXN000982,116.04,Doctor appointment co-pay,appointment co-pay,2024-01-10,Healthcare,ACC3149
TXN000983,296.9,Lunch at Olive Garden,at Olive,2024-04-18,Restaurant,ACC3768
TXN000984,357.0,Electric bill payment,bill payment,2024-03-04,Utilities,ACC1612
TXN000985,386.77,Movie tickets Cinemark,tickets Cinemark,2024-07-11,Entertainment,ACC1796
TXN000986,332.68,Lunch at Olive Garden,at Olive,2024-10-31,Restaurant,ACC1323
TXN000987,211.3,Walmart grocery shopping,grocery shopping,2024-01-25,Grocery,ACC7230
TXN000988,130.11,Car insurance monthly,insurance monthly,2024-03-04,Insurance,ACC3508
TXN000989,154.05,Lunch at Olive Garden,at Olive,2024-04-15,Restaurant,ACC2654
TXN000990,138.64,Car insurance monthly,insurance monthly,2024-12-05,Insurance,ACC3247
TXN000991,258.23,Walmart grocery shopping,grocery shopping,2024-08-02,Grocery,ACC2928
TXN000992,393.46,Walmart grocery shopping,grocery shopping,2024-05-24,Grocery,ACC9154
TXN000993,103.88,Netflix monthly subscription,monthly subscription,2024-04-11,Subscriptions,ACC5308
TXN000994,182.17,Doctor appointment co-pay,appointment co-pay,2024-09-24,Healthcare,ACC7713
TXN000995,24.51,Shell gas station,gas station,2024-05-31,Gas,ACC9132
TXN000996,168.65,Amazon online purchase,online purchase,2024-04-16,Shopping,ACC1044
TXN000997,453.91,Walmart grocery shopping,grocery shopping,2024-01-07,Grocery,ACC9095
TXN000998,390.87,Walmart grocery shopping,grocery shopping,2024-03-17,Grocery,ACC2229
TXN000999,323.95,Movie tickets Cinemark,tickets Cinemark,2024-02-21,Entertainment,ACC8483
TXN001000,234.82,Movie tickets Cinemark,tickets Cinemark,2024-05-31,Entertainment,ACC2635
TXN001001,426.86,Lunch at Olive Garden,at Olive,2024-03-30,Restaurant,ACC6901
TXN001002,215.87,Electric bill payment,bill payment,2024-12-12,Utilities,ACC2898
TXN001003,9.79,Lunch at Olive Garden,at Olive,2024-02-18,Restaurant,ACC3267
TXN001004,167.69,Shell gas station,gas station,2024-12-05,Gas,ACC8171
TXN001005,439.85,Movie tickets Cinemark,tickets Cinemark,2024-11-14,Entertainment,ACC2522
TXN001006,95.52,Electric bill payment,bill payment,2024-07-09,Utilities,ACC7566
TXN001007,139.56,Amazon online purchase,online purchase,2024-07-23,Shopping,ACC7319
TXN001008,400.95,Amazon online purchase,online purchase,2024-12-19,Shopping,ACC3732
TXN001009,349.6,Shell gas station,gas station,2024-02-27,Gas,ACC1960
TXN001010,210.93,Walmart grocery shopping,grocery shopping,2024-03-22,Grocery,ACC8908
TXN001011,94.72,Amazon online purchase,online purchase,2024-10-18,Shopping,ACC7221
TXN001012,19.26,Netflix monthly subscription,monthly subscription,2024-07-02,Subscriptions,ACC3140
TXN001013,60.9,Amazon online purchase,online purchase,2024-09-04,Shopping,ACC7738
TXN001014,36.35,Lunch at Olive Garden,at Olive,2024-08-13,Restaurant,ACC6148
TXN001015,384.93,Car insurance monthly,insurance monthly,2024-01-07,Insurance,ACC4669
TXN001016,261.95,Electric bill payment,bill payment,2024-12-08,Utilities,ACC2560
TXN001017,243.56,Doctor appointment co-pay,appointment co-pay,2024-08-09,Healthcare,ACC7305
TXN001018,446.57,Car insurance monthly,insurance monthly,2024-03-17,Insurance,ACC1894
TXN001019,255.26,Shell gas station,gas station,2024-01-06,Gas,ACC8688
TXN001020,42.06,Shell gas station,gas station,2024-09-10,Gas,ACC9055
TXN001021,168.79,Doctor appointment co-pay,appointment co-pay,2024-06-13,Healthcare,ACC5557
TXN001022,115.24,Car insurance monthly,insurance monthly,2024-01-26,Insurance,ACC7203
TXN001023,44.02,Doctor appointment co-pay,appointment co-pay,2024-07-25,Healthcare,ACC8277
TXN001024,48.57,Amazon online purchase,online purchase,2024-10-20,Shopping,ACC9166
TXN001025,63.76,Electric bill payment,bill payment,2024-08-16,Utilities,ACC9148
TXN001026,55.81,Lunch at Olive Garden,at Olive,2024-11-30,Restaurant,ACC7755
TXN001027,276.8,Car insurance monthly,insurance monthly,2024-01-19,Insurance,ACC2489
TXN001028,320.58,Netflix monthly subscription,monthly subscription,2024-11-05,Subscriptions,ACC9328
TXN001029,329.03,Doctor appointment co-pay,appointment co-pay,2024-10-14,Healthcare,ACC8474
TXN001030,413.53,Electric bill payment,bill payment,2024-06-23,Utilities,ACC4652
TXN001031,282.27,Electric bill payment,bill payment,2024-08-20,Utilities,ACC8751
TXN001032,359.38,Electric bill payment,bill payment,2024-12-02,Utilities,ACC2868
TXN001033,6.09,Doctor appointment co-pay,appointment co-pay,2024-02-19,Healthcare,ACC6818
TXN001034,276.11,Movie tickets Cinemark,tickets Cinemark,2024-11-20,Entertainment,ACC7125
TXN001035,27.66,Walmart grocery shopping,grocery shopping,2024-12-25,Grocery,ACC3689
TXN001036,411.81,Shell gas station,gas station,2024-09-09,Gas,ACC7704
TXN001037,307.37,Movie tickets Cinemark,tickets Cinemark,2024-02-24,Entertainment,ACC4072
TXN001038,111.72,Uber ride to downtown,ride to,2024-03-02,Transportation,ACC4122
TXN001039,379.79,Walmart grocery shopping,grocery shopping,2024-06-22,Grocery,ACC1761
TXN001040,65.99,Netflix monthly subscription,monthly subscription,2024-11-20,Subscriptions,ACC8381
TXN001041,478.31,Netflix monthly subscription,monthly subscription,2024-08-22,Subscriptions,ACC3205
TXN001042,267.53,Lunch at Olive Garden,at Olive,2024-09-12,Restaurant,ACC1795
TXN001043,420.21,Uber ride to downtown,ride to,2024-10-10,Transportation,ACC8912
TXN001044,347.45,Shell gas station,gas station,2024-09-17,Gas,ACC3845
TXN001045,196.77,Walmart grocery shopping,grocery shopping,2024-03-06,Grocery,ACC6273
TXN001046,212.24,Uber ride to downtown,ride to,2024-09-15,Transportation,ACC5067
TXN001047,481.98,Uber ride to downtown,ride to,2024-05-20,Transportation,ACC5819
TXN001048,73.4,Shell gas station,gas station,2024-08-19,Gas,ACC9393
TXN001049,431.05,Car insurance monthly,insurance monthly,2024-06-02,Insurance,ACC4560
TXN001050,313.96,Doctor appointment co-pay,appointment co-pay,2024-04-12,Healthcare,ACC5760
TXN001051,460.99,Electric bill payment,bill payment,2024-12-17,Utilities,ACC3173
TXN001052,254.43,Shell gas station,gas station,2024-12-29,Gas,ACC6281
TXN001053,381.58,Walmart grocery shopping,grocery shopping,2024-12-29,Grocery,ACC8870
TXN001054,471.62,Netflix monthly subscription,monthly subscription,2024-10-25,Subscriptions,ACC7839
TXN001055,146.53,Car insurance monthly,insurance monthly,2024-12-11,Insurance,ACC7920
TXN001056,57.7,Car insurance monthly,insurance monthly,2024-01-07,Insurance,ACC7240
TXN001057,336.78,Lunch at Olive Garden,at Olive,2024-03-15,Restaurant,ACC4275
TXN001058,491.85,Shell gas station,gas station,2024-05-16,Gas,ACC5105
TXN001059,346.84,Lunch at Olive Garden,at Olive,2024-03-15,Restaurant,ACC5835
TXN001060,20.99,Car insurance monthly,insurance monthly,2024-04-14,Insurance,ACC8415
TXN001061,434.68,Netflix monthly subscription,monthly subscription,2024-02-22,Subscriptions,ACC4675
TXN001062,197.5,Car insurance monthly,insurance monthly,2024-11-27,Insurance,ACC9370
TXN001063,348.0,Movie tickets Cinemark,tickets Cinemark,2024-12-22,Entertainment,ACC1769
TXN001064,211.2,Uber ride to downtown,ride to,2024-07-14,Transportation,ACC6122
TXN001065,11.42,Lunch at Olive Garden,at Olive,2024-10-09,Restaurant,ACC5117
TXN001066,435.08,Netflix monthly subscription,monthly subscription,2024-04-13,Subscriptions,ACC8259
TXN001067,378.78,Electric bill payment,bill payment,2024-04-25,Utilities,ACC9955
TXN001068,389.19,Doctor appointment co-pay,appointment co-pay,2024-11-04,Healthcare,ACC4170
TXN001069,92.83,Amazon online purchase,online purchase,2024-05-30,Shopping,ACC2220
TXN001070,368.86,Shell gas station,gas station,2024-04-05,Gas,ACC2955
TXN001071,217.11,Lunch at Olive Garden,at Olive,2024-07-12,Restaurant,ACC5329
TXN001072,294.07,Shell gas station,gas station,2024-03-07,Gas,ACC5178
TXN001073,235.83,Electric bill payment,bill payment,2024-01-03,Utilities,ACC3536
TXN001074,464.67,Shell gas station,gas station,2024-01-21,Gas,ACC1833
TXN001075,422.35,Netflix monthly subscription,monthly subscription,2024-11-16,Subscriptions,ACC5934
TXN001076,277.33,Netflix monthly subscription,monthly subscription,2024-09-08,Subscriptions,ACC2194
TXN001077,265.07,Electric bill payment,bill payment,2024-12-28,Utilities,ACC4012
TXN001078,394.2,Walmart grocery shopping,grocery shopping,2024-09-23,Grocery,ACC3611
TXN001079,270.83,Car insurance monthly,insurance monthly,2024-07-31,Insurance,ACC2506
TXN001080,442.28,Doctor appointment co-pay,appointment co-pay,2024-06-27,Healthcare,ACC6437
TXN001081,150.32,Electric bill payment,bill payment,2024-06-18,Utilities,ACC9691
TXN001082,412.73,Car insurance monthly,insurance monthly,2024-08-31,Insurance,ACC1144
TXN001083,225.61,Electric bill payment,bill payment,2024-02-28,Utilities,ACC4994
TXN001084,193.78,Electric bill payment,bill payment,2024-01-21,Utilities,ACC2857
TXN001085,272.42,Movie tickets Cinemark,tickets Cinemark,2024-07-16,Entertainment,ACC5633
TXN001086,411.94,Car insurance monthly,insurance monthly,2024-01-13,Insurance,ACC7143
TXN001087,225.55,Car insurance monthly,insurance monthly,2024-09-20,Insurance,ACC1718
TXN001088,163.55,Doctor appointment co-pay,appointment co-pay,2024-05-31,Healthcare,ACC2349
TXN001089,485.96,Shell gas station,gas station,2024-02-19,Gas,ACC9814
TXN001090,315.33,Lunch at Olive Garden,at Olive,2024-09-30,Restaurant,ACC4453
TXN001091,433.15,Doctor appointment co-pay,appointment co-pay,2024-12-09,Healthcare,ACC7950
TXN001092,271.19,Doctor appointment co-pay,appointment co-pay,2024-02-23,Healthcare,ACC8130
TXN001093,374.71,Walmart grocery shopping,grocery shopping,2024-11-27,Grocery,ACC3519
TXN001094,359.85,Amazon online purchase,online purchase,2024-01-13,Shopping,ACC1620
TXN001095,31.86,Walmart grocery shopping,grocery shopping,2024-02-14,Grocery,ACC5127
TXN001096,289.61,Walmart grocery shopping,grocery shopping,2024-10-12,Grocery,ACC4729
TXN001097,197.08,Uber ride to downtown,ride to,2024-05-12,Transportation,ACC7626
TXN001098,13.36,Electric bill payment,bill payment,2024-08-09,Utilities,ACC2938
TXN001099,322.5,Lunch at Olive Garden,at Olive,2024-09-30,Restaurant,ACC2036
TXN001100,351.94,Lunch at Olive Garden,at Olive,2024-10-26,Restaurant,ACC2189
TXN001101,57.54,Car insurance monthly,insurance monthly,2024-07-02,Insurance,ACC5937
TXN001102,144.35,Walmart grocery shopping,grocery shopping,2024-11-06,Grocery,ACC8170
TXN001103,411.95,Uber ride to downtown,ride to,2024-07-14,Transportation,ACC1504
TXN001104,269.07,Shell gas station,gas station,2024-08-30,Gas,ACC3234
TXN001105,151.01,Car insurance monthly,insurance monthly,2024-07-19,Insurance,ACC3360
TXN001106,478.91,Electric bill payment,bill payment,2024-06-01,Utilities,ACC1182
TXN001107,74.98,Car insurance monthly,insurance monthly,2024-10-10,Insurance,ACC1684
TXN001108,300.34,Netflix monthly subscription,monthly subscription,2024-01-03,Subscriptions,ACC9800
TXN001109,155.82,Walmart grocery shopping,grocery shopping,2024-10-07,Grocery,ACC6633
TXN001110,453.29,Uber ride to downtown,ride to,2024-04-18,Transportation,ACC9397
TXN001111,96.08,Shell gas station,gas station,2024-03-13,Gas,ACC5140
TXN001112,94.77,Walmart grocery shopping,grocery shopping,2024-04-09,Grocery,ACC1891
TXN001113,324.11,Amazon online purchase,online purchase,2024-10-08,Shopping,ACC2198
TXN001114,129.09,Walmart grocery shopping,grocery shopping,2024-05-28,Grocery,ACC4234
TXN001115,476.01,Amazon online purchase,online purchase,2024-10-24,Shopping,ACC6851
TXN001116,54.52,Doctor appointment co-pay,appointment co-pay,2024-03-06,Healthcare,ACC2143
TXN001117,245.5,Electric bill payment,bill payment,2024-04-09,Utilities,ACC6379
TXN001118,348.26,Movie tickets Cinemark,tickets Cinemark,2024-11-11,Entertainment,ACC3496
TXN001119,185.42,Netflix monthly subscription,monthly subscription,2024-10-16,Subscriptions,ACC6182
TXN001120,7.39,Shell gas station,gas station,2024-08-07,Gas,ACC5033
TXN001121,141.96,Uber ride to downtown,ride to,2024-04-23,Transportation,ACC6889
TXN001122,439.55,Electric bill payment,bill payment,2024-03-09,Utilities,ACC8583
TXN001123,388.51,Electric bill payment,bill payment,2024-08-16,Utilities,ACC8978
TXN001124,92.01,Walmart grocery shopping,grocery shopping,2024-10-09,Grocery,ACC2343
TXN001125,446.19,Shell gas station,gas station,2024-05-23,Gas,ACC4218
TXN001126,365.08,Walmart grocery shopping,grocery shopping,2024-05-14,Grocery,ACC1305
TXN001127,407.26,Lunch at Olive Garden,at Olive,2024-09-16,Restaurant,ACC7637
TXN001128,453.62,Doctor appointment co-pay,appointment co-pay,2024-10-29,Healthcare,ACC5269
TXN001129,238.69,Car insurance monthly,insurance monthly,2024-10-05,Insurance,ACC3435
TXN001130,115.54,Uber ride to downtown,ride to,2024-07-06,Transportation,ACC5767
TXN001131,253.06,Amazon online purchase,online purchase,2024-03-09,Shopping,ACC2483
TXN001132,253.57,Electric bill payment,bill payment,2024-07-22,Utilities,ACC4913
TXN001133,379.82,Shell gas station,gas station,2024-11-10,Gas,ACC3299
TXN001134,93.68,Shell gas station,gas station,2024-08-16,Gas,ACC3395
TXN001135,25.01,Electric bill payment,bill payment,2024-09-04,Utilities,ACC8989
TXN001136,135.86,Walmart grocery shopping,grocery shopping,2024-04-28,Grocery,ACC4834
TXN001137,261.35,Doctor appointment co-pay,appointment co-pay,2024-01-22,Healthcare,ACC6918
TXN001138,459.36,Amazon online purchase,online purchase,2024-07-17,Shopping,ACC1760
TXN001139,56.1,Electric bill payment,bill payment,2024-01-21,Utilities,ACC9542
TXN001140,418.26,Movie tickets Cinemark,tickets Cinemark,2024-11-20,Entertainment,ACC5314
TXN001141,287.23,Car insurance monthly,insurance monthly,2024-10-23,Insurance,ACC7171
TXN001142,185.82,Uber ride to downtown,ride to,2024-11-30,Transportation,ACC2275
TXN001143,191.28,Movie tickets Cinemark,tickets Cinemark,2024-09-21,Entertainment,ACC4651
TXN001144,179.68,Uber ride to downtown,ride to,2024-09-21,Transportation,ACC6653
TXN001145,444.15,Amazon online purchase,online purchase,2024-09-06,Shopping,ACC1108
TXN001146,222.75,Shell gas station,gas station,2024-09-13,Gas,ACC4768
TXN001147,323.52,Car insurance monthly,insurance monthly,2024-02-09,Insurance,ACC4465
TXN001148,82.89,Shell gas station,gas station,2024-03-17,Gas,ACC2938
TXN001149,210.23,Doctor appointment co-pay,appointment co-pay,2024-12-04,Healthcare,ACC6410
TXN001150,339.24,Amazon online purchase,online purchase,2024-02-28,Shopping,ACC8848
TXN001151,84.82,Netflix monthly subscription,monthly subscription,2024-04-17,Subscriptions,ACC7732
TXN001152,26.36,Doctor appointment co-pay,appointment co-pay,2024-01-12,Healthcare,ACC3639
TXN001153,24.4,Car insurance monthly,insurance monthly,2024-03-09,Insurance,ACC3406
TXN001154,132.84,Shell gas station,gas station,2024-01-29,Gas,ACC3949
TXN001155,301.68,Uber ride to downtown,ride to,2024-09-21,Transportation,ACC1305
TXN001156,473.89,Movie tickets Cinemark,tickets Cinemark,2024-12-04,Entertainment,ACC4548
TXN001157,496.42,Netflix monthly subscription,monthly subscription,2024-08-17,Subscriptions,ACC8891
TXN001158,416.03,Doctor appointment co-pay,appointment co-pay,2024-03-28,Healthcare,ACC3338
TXN001159,313.49,Shell gas station,gas station,2024-10-25,Gas,ACC9369
TXN001160,363.47,Shell gas station,gas station,2024-05-15,Gas,ACC6614
TXN001161,297.35,Netflix monthly subscription,monthly subscription,2024-08-20,Subscriptions,ACC4765
TXN001162,70.45,Uber ride to downtown,ride to,2024-07-12,Transportation,ACC1271
TXN001163,430.5,Car insurance monthly,insurance monthly,2024-04-13,Insurance,ACC9263
TXN001164,414.12,Uber ride to downtown,ride to,2024-12-16,Transportation,ACC2577
TXN001165,451.3,Amazon online purchase,online purchase,2024-03-31,Shopping,ACC1639
TXN001166,377.43,Car insurance monthly,insurance monthly,2024-09-29,Insurance,ACC2526
TXN001167,451.48,Shell gas station,gas station,2024-09-03,Gas,ACC9835
TXN001168,263.41,Uber ride to downtown,ride to,2024-01-01,Transportation,ACC7068
TXN001169,217.33,Car insurance monthly,insurance monthly,2024-01-23,Insurance,ACC8899
TXN001170,296.58,Electric bill payment,bill payment,2024-07-14,Utilities,ACC2600
TXN001171,130.99,Shell gas station,gas station,2024-08-05,Gas,ACC4809
TXN001172,301.15,Movie tickets Cinemark,tickets Cinemark,2024-02-12,Entertainment,ACC9908
TXN001173,98.57,Movie tickets Cinemark,tickets Cinemark,2024-07-28,Entertainment,ACC1116
TXN001174,63.33,Car insurance monthly,insurance monthly,2024-10-22,Insurance,ACC1117
TXN001175,345.44,Doctor appointment co-pay,appointment co-pay,2024-07-11,Healthcare,ACC6175
TXN001176,57.76,Electric bill payment,bill payment,2024-07-28,Utilities,ACC7980
TXN001177,130.55,Netflix monthly subscription,monthly subscription,2024-11-29,Subscriptions,ACC9783
TXN001178,185.99,Netflix monthly subscription,monthly subscription,2024-08-04,Subscriptions,ACC5514
TXN001179,378.71,Uber ride to downtown,ride to,2024-12-14,Transportation,ACC7770
TXN001180,243.82,Car insurance monthly,insurance monthly,2024-10-09,Insurance,ACC7065
TXN001181,244.46,Car insurance monthly,insurance monthly,2024-10-13,Insurance,ACC6024
TXN001182,388.23,Electric bill payment,bill payment,2024-10-22,Utilities,ACC7522
TXN001183,375.17,Walmart grocery shopping,grocery shopping,2024-03-11,Grocery,ACC8317
TXN001184,54.64,Shell gas station,gas station,2024-12-24,Gas,ACC9328
TXN001185,401.42,Electric bill payment,bill payment,2024-07-24,Utilities,ACC1852
TXN001186,482.46,Uber ride to downtown,ride to,2024-03-23,Transportation,ACC1086
TXN001187,238.48,Shell gas station,gas station,2024-02-16,Gas,ACC8133
TXN001188,135.23,Walmart grocery shopping,grocery shopping,2024-02-15,Grocery,ACC7075
TXN001189,23.69,Netflix monthly subscription,monthly subscription,2024-02-10,Subscriptions,ACC7296
TXN001190,329.81,Netflix monthly subscription,monthly subscription,2024-07-24,Subscriptions,ACC5693
TXN001191,33.44,Netflix monthly subscription,monthly subscription,2024-12-30,Subscriptions,ACC3871
TXN001192,222.29,Amazon online purchase,online purchase,2024-11-23,Shopping,ACC4304
TXN001193,146.57,Car insurance monthly,insurance monthly,2024-12-02,Insurance,ACC1550
TXN001194,260.33,Car insurance monthly,insurance monthly,2024-11-02,Insurance,ACC4795
TXN001195,338.64,Shell gas station,gas station,2024-11-10,Gas,ACC6893
TXN001196,487.94,Lunch at Olive Garden,at Olive,2024-05-02,Restaurant,ACC2422
TXN001197,179.8,Uber ride to downtown,ride to,2024-05-21,Transportation,ACC7474
TXN001198,104.15,Netflix monthly subscription,monthly subscription,2024-07-26,Subscriptions,ACC1251
TXN001199,459.99,Walmart grocery shopping,grocery shopping,2024-12-26,Grocery,ACC5661
TXN001200,177.31,Netflix monthly subscription,monthly subscription,2024-10-13,Subscriptions,ACC5530
TXN001201,481.71,Netflix monthly subscription,monthly subscription,2024-04-25,Subscriptions,ACC8450
TXN001202,7.3,Netflix monthly subscription,monthly subscription,2024-07-25,Subscriptions,ACC3867
TXN001203,57.7,Car insurance monthly,insurance monthly,2024-07-27,Insurance,ACC2185
TXN001204,173.28,Movie tickets Cinemark,tickets Cinemark,2024-09-14,Entertainment,ACC2917
TXN001205,438.68,Movie tickets Cinemark,tickets Cinemark,2024-09-19,Entertainment,ACC5098
TXN001206,483.2,Amazon online purchase,online purchase,2024-12-21,Shopping,ACC8923
TXN001207,480.81,Electric bill payment,bill payment,2024-05-04,Utilities,ACC8517
TXN001208,448.78,Amazon online purchase,online purchase,2024-12-14,Shopping,ACC1448
