transaction_id,description,ai_category,original_category,confidence
TXN001326,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001327,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001328,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001329,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001330,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001331,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001332,Car insurance monthly,Insurance,Insurance,0.85
TXN001333,Car insurance monthly,Insurance,Insurance,0.85
TXN001334,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001335,Uber ride to downtown,Transportation,Transportation,0.85
TXN001336,Car insurance monthly,Insurance,Insurance,0.85
TXN001337,Shell gas station,Gas,Gas,0.85
TXN001338,Electric bill payment,Utilities,Utilities,0.85
TXN001339,Uber ride to downtown,Transportation,Transportation,0.85
TXN001340,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001341,Uber ride to downtown,Transportation,Transportation,0.85
TXN001342,Amazon online purchase,Shopping,Shopping,0.85
TXN001343,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001344,Shell gas station,Gas,Gas,0.85
TXN001345,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001346,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001347,Car insurance monthly,Insurance,Insurance,0.85
TXN001348,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001349,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001350,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001351,Uber ride to downtown,Transportation,Transportation,0.85
TXN001352,Electric bill payment,Utilities,Utilities,0.85
TXN001353,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001354,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001355,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001356,Uber ride to downtown,Transportation,Transportation,0.85
TXN001357,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001358,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001359,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001360,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001361,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001362,Uber ride to downtown,Transportation,Transportation,0.85
TXN001363,Shell gas station,Gas,Gas,0.85
TXN001364,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001365,Uber ride to downtown,Transportation,Transportation,0.85
TXN001366,Amazon online purchase,Shopping,Shopping,0.85
TXN001367,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001368,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001369,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001370,Electric bill payment,Utilities,Utilities,0.85
TXN001371,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001372,Electric bill payment,Utilities,Utilities,0.85
TXN001373,Shell gas station,Gas,Gas,0.85
TXN001374,Electric bill payment,Utilities,Utilities,0.85
TXN001375,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001376,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001377,Amazon online purchase,Shopping,Shopping,0.85
TXN001378,Car insurance monthly,Insurance,Insurance,0.85
TXN001379,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001380,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001381,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001382,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001383,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001384,Electric bill payment,Utilities,Utilities,0.85
TXN001385,Uber ride to downtown,Transportation,Transportation,0.85
TXN001386,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001387,Car insurance monthly,Insurance,Insurance,0.85
TXN001388,Amazon online purchase,Shopping,Shopping,0.85
TXN001389,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001390,Amazon online purchase,Shopping,Shopping,0.85
TXN001391,Electric bill payment,Utilities,Utilities,0.85
TXN001392,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001393,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001394,Car insurance monthly,Insurance,Insurance,0.85
TXN001395,Electric bill payment,Utilities,Utilities,0.85
TXN001396,Uber ride to downtown,Transportation,Transportation,0.85
TXN001397,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001398,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001399,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001400,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001401,Car insurance monthly,Insurance,Insurance,0.85
TXN001402,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001403,Car insurance monthly,Insurance,Insurance,0.85
TXN001404,Electric bill payment,Utilities,Utilities,0.85
TXN001405,Electric bill payment,Utilities,Utilities,0.85
TXN001406,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001407,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001408,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001409,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001410,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001411,Car insurance monthly,Insurance,Insurance,0.85
TXN001412,Electric bill payment,Utilities,Utilities,0.85
TXN001413,Amazon online purchase,Shopping,Shopping,0.85
TXN001414,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001415,Uber ride to downtown,Transportation,Transportation,0.85
TXN001416,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001417,Amazon online purchase,Shopping,Shopping,0.85
TXN001418,Uber ride to downtown,Transportation,Transportation,0.85
TXN001419,Uber ride to downtown,Transportation,Transportation,0.85
TXN001420,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001421,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001422,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001423,Car insurance monthly,Insurance,Insurance,0.85
TXN001424,Uber ride to downtown,Transportation,Transportation,0.85
TXN001425,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001426,Amazon online purchase,Shopping,Shopping,0.85
TXN001427,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001428,Amazon online purchase,Shopping,Shopping,0.85
TXN001429,Shell gas station,Gas,Gas,0.85
TXN001430,Uber ride to downtown,Transportation,Transportation,0.85
TXN001431,Shell gas station,Gas,Gas,0.85
TXN001432,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001433,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001434,Electric bill payment,Utilities,Utilities,0.85
TXN001435,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001436,Uber ride to downtown,Transportation,Transportation,0.85
TXN001437,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001438,Shell gas station,Gas,Gas,0.85
TXN001439,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001440,Shell gas station,Gas,Gas,0.85
TXN001441,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001442,Amazon online purchase,Shopping,Shopping,0.85
TXN001443,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001444,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001445,Uber ride to downtown,Transportation,Transportation,0.85
TXN001446,Car insurance monthly,Insurance,Insurance,0.85
TXN001447,Shell gas station,Gas,Gas,0.85
TXN001448,Shell gas station,Gas,Gas,0.85
TXN001449,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001450,Shell gas station,Gas,Gas,0.85
TXN001451,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001452,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001453,Uber ride to downtown,Transportation,Transportation,0.85
TXN001454,Amazon online purchase,Shopping,Shopping,0.85
TXN001455,Car insurance monthly,Insurance,Insurance,0.85
TXN001456,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001457,Car insurance monthly,Insurance,Insurance,0.85
TXN001458,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001459,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001460,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001461,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001462,Amazon online purchase,Shopping,Shopping,0.85
TXN001463,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001464,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001465,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001466,Electric bill payment,Utilities,Utilities,0.85
TXN001467,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001468,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001469,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001470,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001471,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001472,Amazon online purchase,Shopping,Shopping,0.85
TXN001473,Shell gas station,Gas,Gas,0.85
TXN001474,Electric bill payment,Utilities,Utilities,0.85
TXN001475,Car insurance monthly,Insurance,Insurance,0.85
TXN001476,Car insurance monthly,Insurance,Insurance,0.85
TXN001477,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001478,Electric bill payment,Utilities,Utilities,0.85
TXN001479,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001480,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001481,Electric bill payment,Utilities,Utilities,0.85
TXN001482,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001483,Amazon online purchase,Shopping,Shopping,0.85
TXN001484,Car insurance monthly,Insurance,Insurance,0.85
TXN001485,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001486,Car insurance monthly,Insurance,Insurance,0.85
TXN001487,Shell gas station,Gas,Gas,0.85
TXN001488,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001489,Car insurance monthly,Insurance,Insurance,0.85
TXN001490,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001491,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001492,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001493,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001494,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001495,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001496,Electric bill payment,Utilities,Utilities,0.85
TXN001497,Shell gas station,Gas,Gas,0.85
TXN001498,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001499,Car insurance monthly,Insurance,Insurance,0.85
TXN001500,Shell gas station,Gas,Gas,0.85
TXN001501,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001502,Electric bill payment,Utilities,Utilities,0.85
TXN001503,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001504,Uber ride to downtown,Transportation,Transportation,0.85
TXN001505,Shell gas station,Gas,Gas,0.85
TXN001506,Electric bill payment,Utilities,Utilities,0.85
TXN001507,Car insurance monthly,Insurance,Insurance,0.85
TXN001508,Shell gas station,Gas,Gas,0.85
TXN001509,Amazon online purchase,Shopping,Shopping,0.85
TXN001510,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001511,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001512,Electric bill payment,Utilities,Utilities,0.85
TXN001513,Amazon online purchase,Shopping,Shopping,0.85
TXN001514,Electric bill payment,Utilities,Utilities,0.85
TXN001515,Electric bill payment,Utilities,Utilities,0.85
TXN001516,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001517,Car insurance monthly,Insurance,Insurance,0.85
TXN001518,Amazon online purchase,Shopping,Shopping,0.85
TXN001519,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001520,Uber ride to downtown,Transportation,Transportation,0.85
TXN001521,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001522,Electric bill payment,Utilities,Utilities,0.85
TXN001523,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001524,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001525,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001526,Uber ride to downtown,Transportation,Transportation,0.85
TXN001527,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001528,Amazon online purchase,Shopping,Shopping,0.85
TXN001529,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001530,Shell gas station,Gas,Gas,0.85
TXN001531,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001532,Electric bill payment,Utilities,Utilities,0.85
TXN001533,Electric bill payment,Utilities,Utilities,0.85
TXN001534,Car insurance monthly,Insurance,Insurance,0.85
TXN001535,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001536,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001537,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001538,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001539,Uber ride to downtown,Transportation,Transportation,0.85
TXN001540,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001541,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001542,Shell gas station,Gas,Gas,0.85
TXN001543,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001544,Amazon online purchase,Shopping,Shopping,0.85
TXN001545,Shell gas station,Gas,Gas,0.85
TXN001546,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001547,Car insurance monthly,Insurance,Insurance,0.85
TXN001548,Electric bill payment,Utilities,Utilities,0.85
TXN001549,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001550,Car insurance monthly,Insurance,Insurance,0.85
TXN001551,Electric bill payment,Utilities,Utilities,0.85
TXN001552,Amazon online purchase,Shopping,Shopping,0.85
TXN001553,Amazon online purchase,Shopping,Shopping,0.85
TXN001554,Car insurance monthly,Insurance,Insurance,0.85
TXN001555,Car insurance monthly,Insurance,Insurance,0.85
TXN001556,Amazon online purchase,Shopping,Shopping,0.85
TXN001557,Car insurance monthly,Insurance,Insurance,0.85
TXN001558,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001559,Amazon online purchase,Shopping,Shopping,0.85
TXN001560,Electric bill payment,Utilities,Utilities,0.85
TXN001561,Shell gas station,Gas,Gas,0.85
TXN001562,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001563,Shell gas station,Gas,Gas,0.85
TXN001564,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001565,Car insurance monthly,Insurance,Insurance,0.85
TXN001566,Shell gas station,Gas,Gas,0.85
TXN001567,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001568,Shell gas station,Gas,Gas,0.85
TXN001569,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001570,Shell gas station,Gas,Gas,0.85
TXN001571,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001572,Uber ride to downtown,Transportation,Transportation,0.85
TXN001573,Amazon online purchase,Shopping,Shopping,0.85
TXN001574,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001575,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001576,Shell gas station,Gas,Gas,0.85
TXN001577,Amazon online purchase,Shopping,Shopping,0.85
TXN001578,Uber ride to downtown,Transportation,Transportation,0.85
TXN001579,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001580,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001581,Electric bill payment,Utilities,Utilities,0.85
TXN001582,Car insurance monthly,Insurance,Insurance,0.85
TXN001583,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001584,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001585,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001586,Electric bill payment,Utilities,Utilities,0.85
TXN001587,Car insurance monthly,Insurance,Insurance,0.85
TXN001588,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001589,Amazon online purchase,Shopping,Shopping,0.85
TXN001590,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001591,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001592,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001593,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001594,Shell gas station,Gas,Gas,0.85
TXN001595,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001596,Electric bill payment,Utilities,Utilities,0.85
TXN001597,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001598,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001599,Amazon online purchase,Shopping,Shopping,0.85
TXN001600,Uber ride to downtown,Transportation,Transportation,0.85
TXN001601,Shell gas station,Gas,Gas,0.85
TXN001602,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001603,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001604,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001605,Shell gas station,Gas,Gas,0.85
TXN001606,Uber ride to downtown,Transportation,Transportation,0.85
TXN001607,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001608,Uber ride to downtown,Transportation,Transportation,0.85
TXN001609,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001610,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001611,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001612,Car insurance monthly,Insurance,Insurance,0.85
TXN001613,Amazon online purchase,Shopping,Shopping,0.85
TXN001614,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001615,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001616,Electric bill payment,Utilities,Utilities,0.85
TXN001617,Shell gas station,Gas,Gas,0.85
TXN001618,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001619,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001620,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001621,Uber ride to downtown,Transportation,Transportation,0.85
TXN001622,Car insurance monthly,Insurance,Insurance,0.85
TXN001623,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001624,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001625,Shell gas station,Gas,Gas,0.85
TXN001626,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001627,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001628,Amazon online purchase,Shopping,Shopping,0.85
TXN001629,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001630,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001631,Electric bill payment,Utilities,Utilities,0.85
TXN001632,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001633,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001634,Electric bill payment,Utilities,Utilities,0.85
TXN001635,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001636,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001637,Amazon online purchase,Shopping,Shopping,0.85
TXN001638,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001639,Amazon online purchase,Shopping,Shopping,0.85
TXN001640,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001641,Shell gas station,Gas,Gas,0.85
TXN001642,Shell gas station,Gas,Gas,0.85
TXN001643,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001644,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001645,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001646,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001647,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001648,Amazon online purchase,Shopping,Shopping,0.85
TXN001649,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001650,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001651,Amazon online purchase,Shopping,Shopping,0.85
TXN001652,Shell gas station,Gas,Gas,0.85
TXN001653,Car insurance monthly,Insurance,Insurance,0.85
TXN001654,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001655,Electric bill payment,Utilities,Utilities,0.85
TXN001656,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001657,Uber ride to downtown,Transportation,Transportation,0.85
TXN001658,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001659,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001660,Uber ride to downtown,Transportation,Transportation,0.85
TXN001661,Electric bill payment,Utilities,Utilities,0.85
TXN001662,Shell gas station,Gas,Gas,0.85
TXN001663,Shell gas station,Gas,Gas,0.85
TXN001664,Uber ride to downtown,Transportation,Transportation,0.85
TXN001665,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001666,Car insurance monthly,Insurance,Insurance,0.85
TXN001667,Car insurance monthly,Insurance,Insurance,0.85
TXN001668,Amazon online purchase,Shopping,Shopping,0.85
TXN001669,Uber ride to downtown,Transportation,Transportation,0.85
TXN001670,Electric bill payment,Utilities,Utilities,0.85
TXN001671,Shell gas station,Gas,Gas,0.85
TXN001672,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001673,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001674,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001675,Car insurance monthly,Insurance,Insurance,0.85
TXN001676,Shell gas station,Gas,Gas,0.85
TXN001677,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001678,Amazon online purchase,Shopping,Shopping,0.85
TXN001679,Amazon online purchase,Shopping,Shopping,0.85
TXN001680,Electric bill payment,Utilities,Utilities,0.85
TXN001681,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001682,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001683,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001684,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001685,Car insurance monthly,Insurance,Insurance,0.85
TXN001686,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001687,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001688,Car insurance monthly,Insurance,Insurance,0.85
TXN001689,Electric bill payment,Utilities,Utilities,0.85
TXN001690,Amazon online purchase,Shopping,Shopping,0.85
TXN001691,Electric bill payment,Utilities,Utilities,0.85
TXN001692,Uber ride to downtown,Transportation,Transportation,0.85
TXN001693,Electric bill payment,Utilities,Utilities,0.85
TXN001694,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001695,Car insurance monthly,Insurance,Insurance,0.85
TXN001696,Electric bill payment,Utilities,Utilities,0.85
TXN001697,Amazon online purchase,Shopping,Shopping,0.85
TXN001698,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001699,Shell gas station,Gas,Gas,0.85
TXN001700,Shell gas station,Gas,Gas,0.85
TXN001701,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001702,Amazon online purchase,Shopping,Shopping,0.85
TXN001703,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001704,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001705,Electric bill payment,Utilities,Utilities,0.85
TXN001706,Electric bill payment,Utilities,Utilities,0.85
TXN001707,Amazon online purchase,Shopping,Shopping,0.85
TXN001708,Shell gas station,Gas,Gas,0.85
TXN001709,Electric bill payment,Utilities,Utilities,0.85
TXN001710,Electric bill payment,Utilities,Utilities,0.85
TXN001711,Shell gas station,Gas,Gas,0.85
TXN001712,Shell gas station,Gas,Gas,0.85
TXN001713,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001714,Shell gas station,Gas,Gas,0.85
TXN001715,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001716,Electric bill payment,Utilities,Utilities,0.85
TXN001717,Amazon online purchase,Shopping,Shopping,0.85
TXN001718,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001719,Amazon online purchase,Shopping,Shopping,0.85
TXN001720,Shell gas station,Gas,Gas,0.85
TXN001721,Electric bill payment,Utilities,Utilities,0.85
TXN001722,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001723,Amazon online purchase,Shopping,Shopping,0.85
TXN001724,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001725,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001726,Electric bill payment,Utilities,Utilities,0.85
TXN001727,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001728,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001729,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001730,Amazon online purchase,Shopping,Shopping,0.85
TXN001731,Electric bill payment,Utilities,Utilities,0.85
TXN001732,Uber ride to downtown,Transportation,Transportation,0.85
TXN001733,Electric bill payment,Utilities,Utilities,0.85
TXN001734,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001735,Amazon online purchase,Shopping,Shopping,0.85
TXN001736,Shell gas station,Gas,Gas,0.85
TXN001737,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001738,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001739,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001740,Shell gas station,Gas,Gas,0.85
TXN001741,Shell gas station,Gas,Gas,0.85
TXN001742,Amazon online purchase,Shopping,Shopping,0.85
TXN001743,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001744,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001745,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001746,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001747,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001748,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001749,Amazon online purchase,Shopping,Shopping,0.85
TXN001750,Amazon online purchase,Shopping,Shopping,0.85
TXN001751,Car insurance monthly,Insurance,Insurance,0.85
TXN001752,Shell gas station,Gas,Gas,0.85
TXN001753,Amazon online purchase,Shopping,Shopping,0.85
TXN001754,Shell gas station,Gas,Gas,0.85
TXN001755,Electric bill payment,Utilities,Utilities,0.85
TXN001756,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001757,Netflix monthly subscription,Entertainment,Subscriptions,0.85
TXN001758,Electric bill payment,Utilities,Utilities,0.85
TXN001759,Electric bill payment,Utilities,Utilities,0.85
TXN001760,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001761,Amazon online purchase,Shopping,Shopping,0.85
TXN001762,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001763,Car insurance monthly,Insurance,Insurance,0.85
TXN001764,Car insurance monthly,Insurance,Insurance,0.85
TXN001765,Amazon online purchase,Shopping,Shopping,0.85
TXN001766,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001767,Electric bill payment,Utilities,Utilities,0.85
TXN001768,Car insurance monthly,Insurance,Insurance,0.85
TXN001769,Movie tickets Cinemark,Entertainment,Entertainment,0.85
TXN001770,Shell gas station,Gas,Gas,0.85
TXN001771,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001772,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001773,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001774,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001775,Lunch at Olive Garden,Restaurant,Restaurant,0.85
TXN001776,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001777,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001778,Doctor appointment co-pay,Healthcare,Healthcare,0.85
TXN001779,Walmart grocery shopping,Grocery,Grocery,0.85
TXN001780,Electric bill payment,Utilities,Utilities,0.85
